	Season	Episode	Category	Q_person	A_person	Q_original	A_original	Q_modified	A_modified	Annotation_1	Annotation_2	Annotation_3	Goldstandard
22	1	1	1	Monica	Phoebe	(to Phoebe) Would you stop?	Oh, was I doing it again?	Would you stop?	Oh, was I doing it again?	4	4	4	4
23	1	1	1	Ross	Rachel	Split it?	Okay.	Split it?	Okay.	1	1	1	1
24	1	1	1	Rachel	Chandler	(walks up with a pot of coffee) Would anybody like more coffee?	Did you make it, or are you just serving it?	Would anybody like more coffee?	Did you make it, or are you just serving it?	3	3	3	3
25	1	2	1	Barry	Rachel	You know, you were right? I mean, I thought we were happy. We weren't happy. But with Mindy, now I'm happy. Spit.	What?	You know, you were right?	What?	4	4	4	4
26	1	2	1	Ross	Carol	Helen Geller? I don't think so.	Hello? It's not gonna be Helen Geller.	Helen Geller? I don't think so.	Hello? It's not gonna be Helen Geller.	2	2	2	2
27	1	2	1	Ross	Marsha	Marsha, these are cave people. Okay? They have issues like 'Gee, that glacier's getting kinda close.' See?	Speaking of issues, isn't that your ex-wife?	Marsha, these are cave people. Okay? They have issues like 'Gee, that glacier's getting kinda close.' See?	Speaking of issues, isn't that your ex-wife?	5	5	5	5
28	1	2	1	Monica	Ross	(trying desperately to change the subject) So, Ross, what's going on with you? Any stories? (Digs her elbow into his hand.) No news, no little anecdotes to share with the folks?	(pulls his hand away) Okay! Okay. (To his parents) Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.	So, Ross, what's going on with you? Any stories? No news, no little anecdotes to share with the folks?	Okay! Okay. Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.	1	1	1	1
29	1	2	1	Ross	Rachel	Anyway.. um.. (Starts to sweep.) So, you- uh- you nervous about Barry tomorrow?	Oh.. a little..	So, you- uh- you nervous about Barry tomorrow?	Oh.. a little..	1	1	1	1
30	1	2	1	Ross	Phoebe	Then don't do that, alright?	Okay!	Then don't do that, alright?	Okay!	1	1	1	1
31	1	2	1	Ross	Monica	Wh- are you welling up?	Am not!	Wh- are you welling up?	Am not!	2	2	2	2
32	1	2	1	Ross	Marsha	No, it's good, it is good, it's just that- mm- doesn't she seem a little angry?	Well, she has issues.	Doesn't she seem a little angry?	Well, she has issues.	1	1	1	1
33	1	2	1	Mr. Geller	Mrs. Geller	(To Ross) Do you remember the Ludwins? The big one had a thing for you, didn't she?	They all had a thing for him.	Do you remember the Ludwins? The big one had a thing for you, didn't she?	They all had a thing for him.	1	1	1	1
34	1	2	1	Joey	Ross	Your folks are really that bad, huh?	Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done.	Your folks are really that bad, huh?	Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done.	1	1	1	1
35	1	2	1	Rachel	Ross	So, got any advice? Y'know, as someone who's recently been- dumped?	Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give Barry back his ring, and you can go with Carol and Susan to the OB/GYN…	So, got any advice? Y'know, as someone who's recently been- dumped?	Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard.	1	1	1	1
36	1	2	1	Ross	Joey	Well? Isn't that amazing?	What are we supposed to be seeing here?	Well? Isn't that amazing?	What are we supposed to be seeing here?	4	4	4	4
37	1	2	1	Carol	Ross	Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I think that borders on child abuse.	Of course not, I'm... suggesting Geller-Willick-Bunch.	Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I think that borders on child abuse.	Of course not, I'm... suggesting Geller-Willick-Bunch.	2	2	2	2
38	1	3	1	Phoebe	Lizzie	No, but would you like a thousand dollars and a football phone?	What? (She opens the envelope Phoebe has given her.) Oh my God, there's really money in here.	No, but would you like a thousand dollars and a football phone?	What? Oh my God, there's really money in here.	4	4	5	4
39	1	3	1	Paula	Monica	Waitwait.. we talking about the coyotes here? All right, a cow got through!	Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.	Waitwait.. we talking about the coyotes here?	Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.	1	1	1	1
40	1	3	1	Chandler	Rachel	Joey ate my last stick of gum, so I killed him. Do you think that was wrong?	I think he's across the hall.	Joey ate my last stick of gum, so I killed him. Do you think that was wrong?	I think he's across the hall.	5	5	4	5
41	1	3	1	Monica	Rachel	Wait a minute! We're talking about someone that I'm going out with?	And did you notice...? (She spreads her thumb and index finger.)	Wait a minute! We're talking about someone that I'm going out with?	And did you notice…?	1	1	5	1
42	1	3	1	Ross	All	You know what I like most about him, though?	What?	You know what I like most about him, though?	What?	2	2	2	2
43	1	3	1	Joey	Chandler	Do you have any respect for your body?	Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.	Do you have any respect for your body?	Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.	4	4	4	4
44	1	3	1	Ross	Chandler	Don't you realise what you're-you're doing to yourself?	Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.	Don't you realise what you're-you're doing to yourself?	Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.	4	1	4	4
45	1	3	1	Joey	Monica	So that's it? It's over? Just like that?	Look, I- I could go on pretending-	So that's it? It's over? Just like that?	Look, I- I could go on pretending-	4	1	1	1
46	1	3	1	Joey	Rachel	...Does the knuckle-cracking bother everybody?	Well, I-I could live without it.	...Does the knuckle-cracking bother everybody?	Well, I-I could live without it.	1	4	1	1
47	1	3	1	Ross	Phoebe	Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?	Does anyone want the rest of this Pop-Tart?	Hey Pheebs, you gonna have the rest of that Pop-Tart?	Does anyone want the rest of this Pop-Tart?	2	2	2	2
48	1	3	1	Phoebe	Ross	Does anyone want the rest of this Pop-Tart?	Hey, I might!	Does anyone want the rest of this Pop-Tart?	Hey, I might!	1	1	1	1
49	1	3	1	Monica	Ross	Are you guys gonna be okay?	Hey hey, we'll be fine. We're just gonna need a little time.	Are you guys gonna be okay?	Hey hey, we'll be fine. We're just gonna need a little time.	3	1	1	1
50	1	3	1	Phoebe	Monica	Did he mention us?	He said he's really gonna miss you guys. (dubious look)	Did he mention us?	He said he's really gonna miss you guys.	1	1	1	1
51	1	4	1	Chandler	Ross	Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?	Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...	Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?	Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...	5	5	4	5
52	1	4	1	Ross	Kid	The kid...? (To the kid) Excuse me, uh, that's, that's my puck.	I found it. Finders keepers, losers weepers. (Ross looks at Chandler for help.)	The kid has my puck...?	I found it. Finders keepers, losers weepers.	1	1	1	1
53	1	4	1	Monica	Phoebe	Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much?	Uh-huh.	Do you remember that vegetarian pate that I made that you loved so much?	Uh-huh.	1	1	1	1
54	1	4	1	Rachel	Monica	Hello? Like he was really gonna send you one? (To Phoebe) She was a big girl.	Really. Well, at least 'big girls' don't pee in their pants in seventh grade!	Hello? Like he was really gonna send you one?	Really. Well, at least 'big girls' don't pee in their pants in seventh grade!	4	1	4	4
55	1	4	1	Chandler	Joey	Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?	He's right, enough, already. What is the big deal about today? So you slept with her for the first time, so what? You slept with her for seven years after that.	Could I get some painkillers over here, please?	He's right, enough, already. What is the big deal about today? So you slept with her for the first time, so what? You slept with her for seven years after that.	4	4	5	4
56	1	4	1	Ross	Joey	Oh my God, oh- is today the twentieth, October twentieth?	What's wrong with the twentieth?	Oh my God, oh- is today the twentieth, October twentieth?	What's wrong with the twentieth?	1	4	4	4
57	1	4	1	Pizza Guy	Monica	Wait, you're not 'G.Stephanopoulos?' Man, my dad's gonna kill me!	(leaping off of the couch and runs up) Wait! Did you say 'G.Stephanopoulos?'	Wait, you're not 'G.Stephanopoulos?' Man, my dad's gonna kill me!	Wait! Did you say 'G.Stephanopoulos?'	4	4	4	4
58	1	4	1	Ross	Chandler	So, I'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date?	"Well, aren't we Mr. ""The glass is half empty."""	So, I'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date?	"Well, aren't we Mr. ""The glass is half empty."""	4	4	1	4
59	1	4	1	Ross	Monica	Oh my God, oh- is today the twentieth, October twentieth?	Oh, I was hoping you wouldn't remember.	Oh my God, oh- is today the twentieth, October twentieth?	Oh, I was hoping you wouldn't remember.	1	1	1	1
60	1	4	1	Ross	Chandler	Alright, alright, maybe it'll take my mind off it. Do you promise to buy me a big thumb finger?	You got it.	Do you promise to buy me a big thumb finger?	You got it.	1	1	1	1
61	1	4	1	Monica	Phoebe	Wow, you worked in a mine?	I worked in a Dairy Queen, why?	Wow, you worked in a mine?	I worked in a Dairy Queen, why?	2	2	2	2
62	1	4	1	Monica	Phoebe	Do you have a plan?	I don't even have a 'pl'.	Do you have a plan?	I don't even have a 'pl'.	2	2	2	2
63	1	4	1	Pizza Guy	Monica	So you guys want me to take this back?	Are you nuts?! We've got George Stephanopoulos' pizza! (Rachel pays him, Monica grabs some binoculars, and runs to the window.)	So you guys want me to take this back?	Are you nuts?! We've got George Stephanopoulos' pizza!	2	2	2	2
64	1	4	1	Monica	Phoebe	What?! You slept with Jason?	You'd already broken up.	What?! You slept with Jason?	You'd already broken up.	1	1	4	1
65	1	4	1	Joey	Chandler	Man. Can you believe he's only had sex with one woman?	I think it's great. Y'know, it's sweet, it's romantic...	Can you believe he's only had sex with one woman?	I think it's great. Y'know, it's sweet, it's romantic…	1	1	1	1
66	1	5	1	Rachel	Ross	Oh god. Oh, am I being like a total laundry spaz? I mean, am I supposed to use like one machine for shirts and another machine for pants?	Rach, have you never done this before?	Oh god. Oh, am I being like a total laundry spaz? I mean, am I supposed to use like one machine for shirts and another machine for pants?	Rach, have you never done this before?	4	4	4	4
67	1	5	1	Ross	Rachel	Yes, I do have a laundry room in my building, um, but there's a.... rat problem. Apparently they're attracted to the dryer sheets, and they're goin' in fine, but they're comin' out all.... fluffy. Anyway, say, sevenish?	Sure.	Anyway, say, sevenish?	Sure.	1	1	1	1
68	1	5	1	Monica	Ross	Would you let it go? It's not that big a deal.	Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?	Would you let it go? It's not that big a deal.	Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?	2	2	2	2
69	1	5	1	Ross	Rachel	Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?	Come on! You guys can pee standing up.	Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?	Come on! You guys can pee standing up.	2	2	2	2
70	1	5	1	Joey	Chandler	No plans, huh?	Not a one.	No plans, huh?	Not a one.	2	2	2	2
71	1	5	1	Chandler	Ross	Oh. Well, hold on camper, are you sure you've thought this thing through?	It's laundry. The thinking through is minimal.	Well, hold on camper, are you sure you've thought this thing through?	It's laundry. The thinking through is minimal.	1	1	4	1
72	1	5	1	Ross	Rachel	Rach, do you uh, are you gonna separate those?	Oh god. Oh, am I being like a total laundry spaz? I mean, am I supposed to use like one machine for shirts and another machine for pants?	Rach, do you uh, are you gonna separate those?	Oh god. Oh, am I being like a total laundry spaz? I mean, am I supposed to use like one machine for shirts and another machine for pants?	2	2	2	2
73	1	5	1	Ross	Rachel	Rach, have you never done this before?	Well, not myself, but I know other people that have. Ok, you caught me. I'm a laundry virgin.	Rach, have you never done this before?	Well, not myself, but I know other people that have. Ok, you caught me. I'm a laundry virgin.	2	2	1	2
74	1	5	1	Monica	Joey	Hello! Were we at the same table? It's like... cocktails in Appalachia.	Come on, they're close.	Hello! Were we at the same table? It's like... cocktails in Appalachia.	Come on, they're close.	1	5	5	5
75	1	5	1	Monica	Joey	Joey, this is sick, it's disgusting, it's, it's—not really true, is it?	Well, who's to say what's true? I mean…	Joey, this is sick, it's disgusting, it's, it's—not really true, is it?	Well, who's to say what's true? I mean…	4	4	4	4
76	1	5	1	Chandler	Janice	Oh, my god, I'm so sorry. Are you ok?	Ow. Um, it's just my lens. It's just my lens. I'll be right back.	Are you ok?	Ow. Um, it's just my lens. It's just my lens. I'll be right back.	4	4	2	4
77	1	5	1	Rachel	Ross	(to Ross) Yes! Did you see that?	You were incredible! Brand new woman, ladies and gentlemen.	Did you see that?	You were incredible! Brand new woman, ladies and gentlemen.	1	1	1	1
78	1	6	1	Chandler	Rachel	Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'	Oh, c'mon. She's a person, you can do it!	Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'	Oh, c'mon. She's a person, you can do it!	4	4	1	4
79	1	6	1	Monica	Chandler	Didn't you listen to the story? I mean, this is twisted! How could you get involved with a woman like this?	Well, y'know, I had some trouble with it at first too, but the way I look at it is, I get all the good stuff: all the fun, all the talking, all the sex; and none of the responsibility. I mean, this is every guy's fantasy!	Didn't you listen to the story? I mean, this is twisted!	Well, y'know, I had some trouble with it at first too, but the way I look at it is, I get all the good stuff: all the fun, all the talking, all the sex; and none of the responsibility. I mean, this is every guy's fantasy!	1	1	1	1
80	1	6	1	Monica	Joey	What? So you guys don't mind going out with someone else who's going out with someone else?	When I'm with a woman, I need to know that I'm going out with more people than she is.	What? So you guys don't mind going out with someone else who's going out with someone else?	When I'm with a woman, I need to know that I'm going out with more people than she is.	1	1	1	1
81	1	6	1	Chandler	Rachel	Are we greeting each other this way now? 'Cause I like that.	Look! I cleaned! I did the windows, I did the floors... I even used all the attachments on the vacuum, except that little round one with the bristles, I don't know what that's for.	Are we greeting each other this way now? 'Cause I like that.	Look! I cleaned! I did the windows, I did the floors... I even used all the attachments on the vacuum, except that little round one with the bristles, I don't know what that's for.	5	5	4	5
82	1	6	1	Phoebe	Monica	Yeah, you are, Monica. Remember when I lived with you? You were like, a little, y'know, (psycho) Ree! Ree! Ree! Ree!	That is so unfair!	Remember when I lived with you? You were like, a little, y'know, Ree! Ree! Ree! Ree!	That is so unfair!	4	1	2	6
83	1	6	1	Chandler	Monica	No, no resentment, believe me, it's worth it. 'Kay? Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life? Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door? (He has armloads of stuff.)	Sure. Oh, um, Chandler? Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.	Monica, can you help me with the door?	Sure.	1	1	1	1
84	1	6	1	Monica	Chandler	Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?	(staring at a woman across the room) Ross, ten o'clock.	Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?	Ross, ten o'clock.	5	5	5	5
85	1	6	1	Rachel	Monica	Uh, Mon, you-you gonna leave your shoes out here?	(determined) Uh-huh!	Uh, Mon, you-you gonna leave your shoes out here?	Uh-huh!	1	1	1	1
86	1	6	1	Monica	Joey	Hey, waitwait, aren't you the guy that plays the butt in the new Al Pacino movie?	I got fired.	Hey, waitwait, aren't you the guy that plays the butt in the new Al Pacino movie?	I got fired.	2	4	2	2
87	1	6	1	Director	Joey	Okay, everybody ready?	Uh, listen, I just wanna thank you for this great opportunity.	Okay, everybody ready?	Uh, listen, I just wanna thank you for this great opportunity.	4	4	4	4
88	1	6	1	Chandler	Ross	Oh please, could she be more out of my league? Ross, back me up here.	He could never get a woman like that in a million years.	Oh please, could she be more out of my league? Ross, back me up here.	He could never get a woman like that in a million years.	2	2	2	2
89	1	6	1	Chandler	Aurora	Ethan? There's, there's an Ethan?	Mmmm... Ethan is my... boyfriend.	Ethan? There's, there's an Ethan?	Mmmm... Ethan is my... boyfriend.	1	1	1	1
90	1	6	1	Chandler	Monica	What 'not work out'? I'm seeing her again on Thursday. Didn't you listen to the story?	Didn't you listen to the story? I mean, this is twisted! How could you get involved with a woman like this?	What 'not work out'? I'm seeing her again on Thursday. Didn't you listen to the story?	Didn't you listen to the story? I mean, this is twisted! How could you get involved with a woman like this?	1	1	1	1
91	1	6	1	Monica	Joey	What? So you guys don't mind going out with someone else who's going out with someone else?	I couldn't do it.	What? So you guys don't mind going out with someone else who's going out with someone else?	I couldn't do it.	1	1	1	1
92	1	6	1	Ross	Joey	Yeah, I mean... I think when it's your shot, y'know, you-you know it's your shot. Did it... feel like your shot..?	Hard to tell, I was naked.	Yeah, I mean... I think when it's your shot, y'know, you-you know it's your shot. Did it... feel like your shot..?	Hard to tell, I was naked.	4	4	4	4
93	1	7	1	Joey	Ross	Yeeeeaaaahhh! What's messing you up? The wine? The candles? The moonlight? You've just got to go up to her and say, 'Rachel, I think that...' (Rachel comes into the room behind them)	Shhhh!	What's messing you up? The wine? The candles? The moonlight?	Shhhh!	5	4	5	5
94	1	7	1	Ross	Rachel	We're shushing... because... we're trying to hear something. Listen. (everyone is silent) Don't you hear that?	Ahhhh!	Don't you hear that?	Ahhhh!	1	4	4	4
95	1	7	1	Ross	Rachel	See?	Huh. (she agrees, but looks very confused)	See?	Huh.	4	4	4	4
96	1	7	1	Phoebe	Rachel	(stops at a door) Oh no, the Mendels, they hate all living things, right?	Oh. (they knock at the next door, Mr. Heckles answers) Hi. We just found this cat and we're looking for the owner.	Oh no, the Mendels, they hate all living things, right?	Oh.	4	4	4	4
97	1	7	1	Rachel	Ross	You do?	I do.	You do?	I do.	1	1	1	1
98	1	7	1	Ross	Joey	I'm taking my time, alright? I'm laying the groundwork. Yeah. I mean, every day I get just a little bit closer to...	Priesthood! Look Ross, I'm telling you, she has no idea what you're thinking. If you don't ask her out soon you're going to end up stuck in the zone forever.	I'm taking my time, alright? I'm laying the groundwork.	Look Ross, I'm telling you, she has no idea what you're thinking. If you don't ask her out soon you're going to end up stuck in the zone forever.	2	2	2	2
99	1	7	1	Jill	Chandler	Would you like some gum?	Um, is it sugarless?	Would you like some gum?	Um, is it sugarless?	3	3	3	3
100	1	7	1	Joey	Ross	Are you going to do it?	I'm going to do it.	Are you going to do it?	I'm going to do it.	1	1	1	1
101	1	7	1	Joey	Ross	Do you want any help?	You come out there, you're a dead man.	Do you want any help?	You come out there, you're a dead man.	2	4	2	2
102	1	8	1	Mrs. Geller	Ross	Sweetie, you think you can get in there?	(sarcastic) I don't see why not.	Sweetie, you think you can get in there?	I don't see why not.	1	1	1	1
103	1	8	1	Ross	Monica	(entering) How we doing, you guys ready?	Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?	How we doing, you guys ready?	Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?	4	4	4	4
104	1	8	1	Joey	Chandler	(entering with Chandler) Morning. We ready to go?	Well, don't we look nice all dressed up?...It's stuff like that, isn't it?	Morning. We ready to go?	Well, don't we look nice all dressed up?	4	1	4	4
105	1	8	1	Chandler	Joey	Huh. Did, uh... any of the rest of you guys think that when you first met me?	Not me.	Did, uh... any of the rest of you guys think that when you first met me?	Not me.	2	2	2	2
106	1	8	1	Chandler	Monica	Huh. Did, uh... any of the rest of you guys think that when you first met me?	I did.	Did, uh... any of the rest of you guys think that when you first met me?	I did.	1	1	1	1
107	1	8	1	Joey	Ross	You guys okay?	I dunno, it's weird. I mean, I know she's gone, but I just don't feel, uh…	You guys okay?	I dunno, it's weird. I mean, I know she's gone, but I just don't feel, uh…	4	4	4	4
108	1	8	1	Chandler	Shelley	Lowell? Financial Services' Lowell, that's who you saw me with?	What? He's cute!	Lowell? Financial Services' Lowell, that's who you saw me with?	What? He's cute!	1	1	1	1
109	1	8	1	Aunt Lillian	Ross	Could we see something in a slimmer heel?	(forages around) Okay, I have nothing in an evening shoe in the burgundy. I can show you something in a silver that may work.	Could we see something in a slimmer heel?	Okay, I have nothing in an evening shoe in the burgundy. I can show you something in a silver that may work.	4	3	3	3
110	1	8	1	Rachel	Phoebe	Oh, you-you mean your earrings?	What'd I say?	Oh, you-you mean your earrings?	What'd I say?	4	4	1	4
111	1	8	1	Monica	Ross	Wow, those pills really worked, huh?	Not the first two, but the second two- woooo! ...I love you guys. You guys are the greatest. I love my sister (Kisses Monica), I love Pheebs... (Hugs her)	Wow, those pills really worked, huh?	Not the first two, but the second two- woooo! ...I love you guys. You guys are the greatest. I love my sister, I love Pheebs...	1	1	1	1
112	1	8	1	Mrs. Geller	Monica	Do you know what it's like to grow up with someone who is critical of every single thing you say?	...I can imagine.	Do you know what it's like to grow up with someone who is critical of every single thing you say?	...I can imagine.	1	1	1	1
113	1	8	1	Mrs. Geller	Monica	More wine, dear?	Oh, I think so.	More wine, dear?	Oh, I think so.	1	1	1	1
114	1	8	1	Chandler	Lowell	So- you can tell?	Pretty much, most of the time. We have a kind of... radar.	So- you can tell?	Pretty much, most of the time. We have a kind of... radar.	1	1	1	1
115	1	8	1	Monica	Ross	Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?	Some days it's all I can think about.	Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?	Some days it's all I can think about.	1	1	1	1
116	1	9	1	Rachel	Terry	Terry, I, I, I know that I haven't worked here very long, but I was wondering, do you think it would be possible if I got a $100 advance in my salary?	An advance?	Terry, I, I, I know that I haven't worked here very long, but I was wondering, do you think it would be possible if I got a $100 advance in my salary?	An advance?	4	4	4	4
117	1	9	1	Joey	Monica	You know those posters for the city free clinic?	"Oh, wow, so you're gonna be one of those ""healthy, healthy, healthy guys""?"	You know those posters for the city free clinic?	"Oh, wow, so you're gonna be one of those ""healthy, healthy, healthy guys""?"	1	1	1	1
118	1	9	1	Ross	Monica	Will you make the mashed potatoes with the lumps?	You know, they're not actually supposed to have... (Ross looks at her sheepishly) I'll work on the lumps. Joey, you're going home, right?	Will you make the mashed potatoes with the lumps?	You know, they're not actually supposed to have... I'll work on the lumps.	1	1	1	1
